# Species	Genes	Alg.-Conn.	s6.faa	s7.faa	s5.faa	s3.faa	s4.faa	s2.faa	s1.faa
7	7	1	lcl|NC_009782.1_prot_WP_001028429.1_355	lcl|NC_009641.1_prot_WP_001028431.1_385	lcl|NC_002758.2_prot_WP_001028429.1_355	lcl|NC_017333.1_prot_WP_001028432.1_436	lcl|NC_002745.2_prot_WP_001028429.1_354	lcl|NC_007622.1_prot_WP_001028436.1_321	lcl|NC_007795.1_prot_YP_498910.1_293
7	7	1	lcl|NC_009782.1_prot_WP_001028775.1_2814	lcl|NC_009641.1_prot_WP_000708242.1_2866	lcl|NC_002758.2_prot_WP_001028775.1_2813	lcl|NC_017333.1_prot_WP_001028774.1_2782	lcl|NC_002745.2_prot_WP_001028775.1_2713	lcl|NC_007622.1_prot_WP_001028787.1_2671	lcl|NC_007795.1_prot_YP_501383.1_2653
7	7	1	lcl|NC_009782.1_prot_WP_001030080.1_1673	lcl|NC_009641.1_prot_WP_001030080.1_1667	lcl|NC_002758.2_prot_WP_001030080.1_1672	lcl|NC_017333.1_prot_WP_001030080.1_1726	lcl|NC_002745.2_prot_WP_001030080.1_1557	lcl|NC_007622.1_prot_WP_001030073.1_1555	lcl|NC_007795.1_prot_YP_500177.1_1518
7	7	1	lcl|NC_009782.1_prot_WP_001030125.1_2480	lcl|NC_009641.1_prot_WP_001030125.1_2531	lcl|NC_002758.2_prot_WP_001030125.1_2479	lcl|NC_017333.1_prot_WP_001030125.1_2467	lcl|NC_002745.2_prot_WP_001030125.1_2372	lcl|NC_007622.1_prot_WP_001030125.1_2359	lcl|NC_007795.1_prot_YP_501047.1_2342
7	7	1	lcl|NC_009782.1_prot_WP_001030469.1_1904	lcl|NC_009641.1_prot_WP_001030465.1_1890	lcl|NC_002758.2_prot_WP_001030469.1_1903	lcl|NC_017333.1_prot_WP_001030474.1_1943	lcl|NC_002745.2_prot_WP_001030469.1_1787	lcl|NC_007622.1_prot_WP_001030469.1_1776	lcl|NC_007795.1_prot_YP_500400.1_1730
7	7	1	lcl|NC_009782.1_prot_WP_001030720.1_2639	lcl|NC_009641.1_prot_WP_001030711.1_2692	lcl|NC_002758.2_prot_WP_001030720.1_2638	lcl|NC_017333.1_prot_WP_001030704.1_2621	lcl|NC_002745.2_prot_WP_001030720.1_2530	lcl|NC_007622.1_prot_WP_001030698.1_2512	lcl|NC_007795.1_prot_YP_501209.1_2489
7	7	1	lcl|NC_009782.1_prot_WP_001030736.1_328	lcl|NC_009641.1_prot_WP_001030738.1_290	lcl|NC_002758.2_prot_WP_001030736.1_328	lcl|NC_017333.1_prot_WP_001030735.1_339	lcl|NC_002745.2_prot_WP_001030736.1_328	lcl|NC_007622.1_prot_WP_001030748.1_279	lcl|NC_007795.1_prot_YP_498885.1_268
7	7	1	lcl|NC_009782.1_prot_WP_001030775.1_694	lcl|NC_009641.1_prot_WP_001030771.1_713	lcl|NC_002758.2_prot_WP_001030775.1_693	lcl|NC_017333.1_prot_WP_001030759.1_767	lcl|NC_002745.2_prot_WP_001030772.1_666	lcl|NC_007622.1_prot_WP_001030774.1_661	lcl|NC_007795.1_prot_YP_499219.1_594
7	7	1	lcl|NC_009782.1_prot_WP_001030823.1_2445	lcl|NC_009641.1_prot_WP_001030825.1_2497	lcl|NC_002758.2_prot_WP_001030823.1_2444	lcl|NC_017333.1_prot_WP_001030828.1_2432	lcl|NC_002745.2_prot_WP_001030823.1_2337	lcl|NC_007622.1_prot_WP_001030832.1_2320	lcl|NC_007795.1_prot_YP_501012.1_2311
7	7	1	lcl|NC_009782.1_prot_WP_001031409.1_2810	lcl|NC_009641.1_prot_WP_001031413.1_2862	lcl|NC_002758.2_prot_WP_001031409.1_2809	lcl|NC_017333.1_prot_WP_001031407.1_2778	lcl|NC_002745.2_prot_WP_001031409.1_2709	lcl|NC_007622.1_prot_WP_001031398.1_2667	lcl|NC_007795.1_prot_YP_501379.1_2649
7	7	1	lcl|NC_009782.1_prot_WP_001031880.1_247	lcl|NC_009641.1_prot_WP_001031882.1_199	lcl|NC_002758.2_prot_WP_001031880.1_247	lcl|NC_017333.1_prot_WP_001031880.1_257	lcl|NC_002745.2_prot_WP_001031880.1_247	lcl|NC_007622.1_prot_WP_001031890.1_199	lcl|NC_007795.1_prot_YP_498803.1_189
7	7	1	lcl|NC_009782.1_prot_WP_001031978.1_1126	lcl|NC_009641.1_prot_WP_001031975.1_1048	lcl|NC_002758.2_prot_WP_001031978.1_1125	lcl|NC_017333.1_prot_WP_001031974.1_1113	lcl|NC_002745.2_prot_WP_001031978.1_1010	lcl|NC_007622.1_prot_WP_001031984.1_1001	lcl|NC_007795.1_prot_YP_499549.1_914
7	7	1	lcl|NC_009782.1_prot_WP_001032804.1_1854	lcl|NC_009641.1_prot_WP_001032773.1_1835	lcl|NC_002758.2_prot_WP_001032804.1_1853	lcl|NC_017333.1_prot_WP_001032790.1_1893	lcl|NC_002745.2_prot_WP_001032807.1_1737	lcl|NC_007622.1_prot_1723	lcl|NC_007795.1_prot_YP_500348.1_1680
7	7	1	lcl|NC_009782.1_prot_WP_001032817.1_1239	lcl|NC_009641.1_prot_WP_001032814.1_1226	lcl|NC_002758.2_prot_WP_001032817.1_1238	lcl|NC_017333.1_prot_WP_001032820.1_1228	lcl|NC_002745.2_prot_WP_001032817.1_1123	lcl|NC_007622.1_prot_WP_001032815.1_1113	lcl|NC_007795.1_prot_YP_499662.1_1024
7	7	1	lcl|NC_009782.1_prot_WP_001032830.1_1900	lcl|NC_009641.1_prot_WP_001032833.1_1886	lcl|NC_002758.2_prot_WP_001032830.1_1899	lcl|NC_017333.1_prot_WP_001032832.1_1939	lcl|NC_002745.2_prot_WP_001032833.1_1783	lcl|NC_007622.1_prot_WP_001032833.1_1772	lcl|NC_007795.1_prot_YP_500396.1_1726
6	6	1	lcl|NC_009782.1_prot_WP_001033018.1_89	lcl|NC_009641.1_prot_WP_001033018.1_36	lcl|NC_002758.2_prot_WP_001033018.1_89	*	lcl|NC_002745.2_prot_WP_001033018.1_89	lcl|NC_007622.1_prot_WP_001033012.1_39	lcl|NC_007795.1_prot_YP_498643.1_35
7	7	1	lcl|NC_009782.1_prot_WP_001033761.1_1595	lcl|NC_009641.1_prot_WP_001033768.1_1590	lcl|NC_002758.2_prot_WP_001033761.1_1594	lcl|NC_017333.1_prot_WP_014532489.1_1649	lcl|NC_002745.2_prot_WP_001033761.1_1479	lcl|NC_007622.1_prot_1470	lcl|NC_007795.1_prot_YP_500098.1_1441
7	7	1	lcl|NC_009782.1_prot_WP_001033865.1_1096	lcl|NC_009641.1_prot_WP_001033867.1_1017	lcl|NC_002758.2_prot_WP_001033865.1_1095	lcl|NC_017333.1_prot_WP_001033867.1_1083	lcl|NC_002745.2_prot_WP_001033865.1_980	lcl|NC_007622.1_prot_WP_001033867.1_969	lcl|NC_007795.1_prot_YP_499518.1_885
7	7	1	lcl|NC_009782.1_prot_WP_001033876.1_318	lcl|NC_009641.1_prot_WP_001033876.1_280	lcl|NC_002758.2_prot_WP_001033876.1_318	lcl|NC_017333.1_prot_WP_001033887.1_329	lcl|NC_002745.2_prot_WP_001033876.1_318	lcl|NC_007622.1_prot_WP_001033892.1_269	lcl|NC_007795.1_prot_YP_498875.1_259
7	7	1	lcl|NC_009782.1_prot_WP_001033971.1_2067	lcl|NC_009641.1_prot_WP_001033971.1_2129	lcl|NC_002758.2_prot_WP_001033971.1_2066	lcl|NC_017333.1_prot_WP_001033968.1_2135	lcl|NC_002745.2_prot_WP_001033971.1_1950	lcl|NC_007622.1_prot_WP_001033968.1_2013	lcl|NC_007795.1_prot_YP_500638.1_1956
7	14	0.118	lcl|NC_009782.1_prot_WP_001034758.1_2668,lcl|NC_009782.1_prot_WP_001034766.1_2665	lcl|NC_009641.1_prot_WP_000037508.1_2719,lcl|NC_009641.1_prot_WP_001034756.1_2722	lcl|NC_002758.2_prot_WP_001034766.1_2664,lcl|NC_002758.2_prot_WP_001034758.1_2667	lcl|NC_017333.1_prot_WP_000037506.1_2644,lcl|NC_017333.1_prot_WP_001807941.1_2643,lcl|NC_017333.1_prot_2645	lcl|NC_002745.2_prot_WP_001034766.1_2556,lcl|NC_002745.2_prot_WP_001034758.1_2559	lcl|NC_007622.1_prot_WP_000037504.1_2536	lcl|NC_007795.1_prot_YP_501237.1_2515,lcl|NC_007795.1_prot_YP_501234.1_2513
7	7	1	lcl|NC_009782.1_prot_WP_001036648.1_488	lcl|NC_009641.1_prot_WP_001036663.1_494	lcl|NC_002758.2_prot_WP_001036648.1_487	lcl|NC_017333.1_prot_WP_001036665.1_553	lcl|NC_002745.2_prot_WP_001036648.1_460	lcl|NC_007622.1_prot_WP_001036646.1_450	lcl|NC_007795.1_prot_YP_499007.1_388
5	5	1	lcl|NC_009782.1_prot_WP_001037440.1_1047	lcl|NC_009641.1_prot_WP_001037436.1_968	lcl|NC_002758.2_prot_WP_001037440.1_1046	*	lcl|NC_002745.2_prot_WP_001037440.1_931	*	lcl|NC_007795.1_prot_YP_499469.1_837
7	7	1	lcl|NC_009782.1_prot_WP_001037807.1_749	lcl|NC_009641.1_prot_WP_001037807.1_768	lcl|NC_002758.2_prot_WP_001037807.1_748	lcl|NC_017333.1_prot_WP_001037805.1_820	lcl|NC_002745.2_prot_WP_001037807.1_721	lcl|NC_007622.1_prot_WP_001037807.1_714	lcl|NC_007795.1_prot_YP_499275.1_648
7	7	1	lcl|NC_009782.1_prot_WP_001037831.1_1133	lcl|NC_009641.1_prot_WP_001037831.1_1055	lcl|NC_002758.2_prot_WP_001037831.1_1132	lcl|NC_017333.1_prot_WP_001037831.1_1120	lcl|NC_002745.2_prot_WP_001037831.1_1017	lcl|NC_007622.1_prot_WP_001037831.1_1008	lcl|NC_007795.1_prot_YP_499556.1_921
6	6	1	lcl|NC_009782.1_prot_WP_001038103.1_109	lcl|NC_009641.1_prot_WP_001038103.1_60	lcl|NC_002758.2_prot_WP_001038103.1_109	*	lcl|NC_002745.2_prot_WP_001038103.1_109	lcl|NC_007622.1_prot_WP_001038099.1_55	lcl|NC_007795.1_prot_YP_498666.1_58
7	7	1	lcl|NC_009782.1_prot_WP_001038317.1_1806	lcl|NC_009641.1_prot_WP_001038308.1_1789	lcl|NC_002758.2_prot_WP_001038317.1_1805	lcl|NC_017333.1_prot_WP_001038297.1_1847	lcl|NC_002745.2_prot_WP_001038317.1_1690	lcl|NC_007622.1_prot_WP_001038322.1_1677	lcl|NC_007795.1_prot_YP_500301.1_1637
6	11	0.818	lcl|NC_009782.1_prot_WP_001038704.1_1933,lcl|NC_009782.1_prot_WP_001038752.1_1932	lcl|NC_009641.1_prot_WP_001038704.1_1928,lcl|NC_009641.1_prot_WP_001038688.1_1926	lcl|NC_002758.2_prot_WP_001038752.1_1931,lcl|NC_002758.2_prot_WP_001038704.1_1932	*	lcl|NC_002745.2_prot_WP_001038752.1_1815,lcl|NC_002745.2_prot_WP_001038704.1_1816	lcl|NC_007622.1_prot_WP_001038721.1_1808	lcl|NC_007795.1_prot_YP_500439.1_1766,lcl|NC_007795.1_prot_YP_500436.1_1763
6	6	1	lcl|NC_009782.1_prot_WP_001038872.1_1934	lcl|NC_009641.1_prot_WP_001038867.1_1929	lcl|NC_002758.2_prot_WP_001038872.1_1933	*	lcl|NC_002745.2_prot_WP_001038872.1_1817	lcl|NC_007622.1_prot_WP_001038860.1_1810	lcl|NC_007795.1_prot_YP_500440.1_1767
7	7	1	lcl|NC_009782.1_prot_WP_001039275.1_1509	lcl|NC_009641.1_prot_WP_001039275.1_1502	lcl|NC_002758.2_prot_WP_001039275.1_1508	lcl|NC_017333.1_prot_WP_001039277.1_1492	lcl|NC_002745.2_prot_WP_001039275.1_1393	lcl|NC_007622.1_prot_WP_001039263.1_1381	lcl|NC_007795.1_prot_YP_499938.1_1287
6	6	1	lcl|NC_009782.1_prot_WP_001039427.1_1936	lcl|NC_009641.1_prot_WP_001039423.1_1931	lcl|NC_002758.2_prot_WP_001039427.1_1935	*	lcl|NC_002745.2_prot_WP_001039427.1_1819	lcl|NC_007622.1_prot_1812	lcl|NC_007795.1_prot_YP_500442.1_1769
6	6	1	lcl|NC_009782.1_prot_WP_001039454.1_1935	lcl|NC_009641.1_prot_WP_001039447.1_1930	lcl|NC_002758.2_prot_WP_001039454.1_1934	*	lcl|NC_002745.2_prot_WP_001039454.1_1818	lcl|NC_007622.1_prot_WP_001039452.1_1811	lcl|NC_007795.1_prot_YP_500441.1_1768
7	7	1	lcl|NC_009782.1_prot_WP_001039516.1_592	lcl|NC_009641.1_prot_WP_001039519.1_599	lcl|NC_002758.2_prot_WP_001039516.1_591	lcl|NC_017333.1_prot_WP_001039517.1_659	lcl|NC_002745.2_prot_WP_001039516.1_564	lcl|NC_007622.1_prot_WP_001039521.1_554	lcl|NC_007795.1_prot_YP_499112.1_490
7	7	1	lcl|NC_009782.1_prot_WP_001039659.1_1228	lcl|NC_009641.1_prot_WP_001039659.1_1215	lcl|NC_002758.2_prot_WP_001039659.1_1227	lcl|NC_017333.1_prot_WP_001039652.1_1217	lcl|NC_002745.2_prot_WP_001039659.1_1112	lcl|NC_007622.1_prot_WP_001039666.1_1103	lcl|NC_007795.1_prot_YP_499650.1_1013
7	7	1	lcl|NC_009782.1_prot_WP_001040248.1_1289	lcl|NC_009641.1_prot_WP_001040245.1_1274	lcl|NC_002758.2_prot_WP_001040248.1_1288	lcl|NC_017333.1_prot_WP_001040248.1_1275	lcl|NC_002745.2_prot_WP_001040248.1_1173	lcl|NC_007622.1_prot_WP_001040248.1_1163	lcl|NC_007795.1_prot_YP_499711.1_1071
7	7	1	lcl|NC_009782.1_prot_WP_001040568.1_583	lcl|NC_009641.1_prot_WP_001040568.1_589	lcl|NC_002758.2_prot_WP_001040568.1_582	lcl|NC_017333.1_prot_WP_001040568.1_649	lcl|NC_002745.2_prot_WP_001040568.1_555	lcl|NC_007622.1_prot_WP_001040568.1_545	lcl|NC_007795.1_prot_YP_499102.1_480
7	7	1	lcl|NC_009782.1_prot_WP_001040743.1_2288	lcl|NC_009641.1_prot_WP_001040736.1_2339	lcl|NC_002758.2_prot_WP_001040743.1_2287	lcl|NC_017333.1_prot_WP_001040736.1_2264	lcl|NC_002745.2_prot_WP_001040743.1_2172	lcl|NC_007622.1_prot_WP_001040742.1_2171	lcl|NC_007795.1_prot_YP_500846.1_2154
7	7	1	lcl|NC_009782.1_prot_WP_001041106.1_2217	lcl|NC_009641.1_prot_WP_001041103.1_2269	lcl|NC_002758.2_prot_WP_001041106.1_2216	lcl|NC_017333.1_prot_WP_001041107.1_2194	lcl|NC_002745.2_prot_WP_001041111.1_2101	lcl|NC_007622.1_prot_WP_001041107.1_2102	lcl|NC_007795.1_prot_YP_500776.1_2086
7	7	1	lcl|NC_009782.1_prot_WP_001041274.1_737	lcl|NC_009641.1_prot_WP_001041272.1_756	lcl|NC_002758.2_prot_WP_001041274.1_736	lcl|NC_017333.1_prot_WP_001041284.1_808	lcl|NC_002745.2_prot_WP_001041274.1_709	lcl|NC_007622.1_prot_WP_001041333.1_702	lcl|NC_007795.1_prot_YP_499262.1_636
7	7	1	lcl|NC_009782.1_prot_WP_001041351.1_1472	lcl|NC_009641.1_prot_WP_001041337.1_1464	lcl|NC_002758.2_prot_WP_001041351.1_1471	lcl|NC_017333.1_prot_WP_001041363.1_1453	lcl|NC_002745.2_prot_WP_001041351.1_1356	lcl|NC_007622.1_prot_WP_001041359.1_1343	lcl|NC_007795.1_prot_YP_499898.1_1252
7	7	1	lcl|NC_009782.1_prot_WP_001041583.1_1205	lcl|NC_009641.1_prot_WP_001041586.1_1191	lcl|NC_002758.2_prot_WP_001041583.1_1204	lcl|NC_017333.1_prot_WP_001041569.1_1192	lcl|NC_002745.2_prot_WP_001041583.1_1089	lcl|NC_007622.1_prot_WP_001041593.1_1079	lcl|NC_007795.1_prot_YP_499626.1_989
5	5	1	lcl|NC_009782.1_prot_WP_001041666.1_1332	lcl|NC_009641.1_prot_WP_001041662.1_1317	lcl|NC_002758.2_prot_WP_001041666.1_1331	*	lcl|NC_002745.2_prot_WP_001041666.1_1216	*	lcl|NC_007795.1_prot_YP_499755.1_1114
7	7	1	lcl|NC_009782.1_prot_WP_001041915.1_1613	lcl|NC_009641.1_prot_WP_001041911.1_1608	lcl|NC_002758.2_prot_WP_001041915.1_1612	lcl|NC_017333.1_prot_WP_001041929.1_1667	lcl|NC_002745.2_prot_WP_001041915.1_1497	lcl|NC_007622.1_prot_WP_001041930.1_1488	lcl|NC_007795.1_prot_YP_500116.1_1459
7	7	1	lcl|NC_009782.1_prot_WP_001043863.1_1576	lcl|NC_009641.1_prot_WP_001043863.1_1569	lcl|NC_002758.2_prot_WP_001043863.1_1575	lcl|NC_017333.1_prot_WP_001043863.1_1558	lcl|NC_002745.2_prot_WP_001043863.1_1460	lcl|NC_007622.1_prot_WP_001043863.1_1453	lcl|NC_007795.1_prot_YP_500008.1_1353
6	6	1	lcl|NC_009782.1_prot_WP_001044230.1_1042	lcl|NC_009641.1_prot_WP_001044214.1_963	lcl|NC_002758.2_prot_WP_001044230.1_1041	lcl|NC_017333.1_prot_WP_001044238.1_1032	lcl|NC_002745.2_prot_WP_001044230.1_926	*	lcl|NC_007795.1_prot_YP_499464.1_832
6	6	1	lcl|NC_009782.1_prot_WP_001044255.1_2677	lcl|NC_009641.1_prot_2731	lcl|NC_002758.2_prot_WP_001044255.1_2676	lcl|NC_017333.1_prot_WP_000083859.1_2657	lcl|NC_002745.2_prot_WP_001044255.1_2568	lcl|NC_007622.1_prot_WP_000056385.1_2546	*
6	6	1	lcl|NC_009782.1_prot_WP_001044441.1_2363	lcl|NC_009641.1_prot_WP_001044432.1_2418	lcl|NC_002758.2_prot_WP_001044441.1_2362	lcl|NC_017333.1_prot_WP_001044437.1_2355	lcl|NC_002745.2_prot_WP_001044441.1_2255	*	lcl|NC_007795.1_prot_YP_500932.1_2232
7	7	1	lcl|NC_009782.1_prot_WP_001044560.1_2852	lcl|NC_009641.1_prot_WP_001044560.1_2905	lcl|NC_002758.2_prot_WP_001044560.1_2851	lcl|NC_017333.1_prot_WP_001077096.1_2819	lcl|NC_002745.2_prot_WP_001044560.1_2751	lcl|NC_007622.1_prot_WP_001044560.1_2708	lcl|NC_007795.1_prot_YP_501423.1_2691
7	7	1	lcl|NC_009782.1_prot_WP_001044662.1_685	lcl|NC_009641.1_prot_WP_001044662.1_704	lcl|NC_002758.2_prot_WP_001044662.1_684	lcl|NC_017333.1_prot_WP_001044664.1_758	lcl|NC_002745.2_prot_WP_001044662.1_657	lcl|NC_007622.1_prot_WP_001044662.1_652	lcl|NC_007795.1_prot_YP_499210.1_585
7	7	1	lcl|NC_009782.1_prot_WP_001044915.1_660	lcl|NC_009641.1_prot_WP_001044915.1_680	lcl|NC_002758.2_prot_WP_001044915.1_659	lcl|NC_017333.1_prot_WP_001044969.1_734	lcl|NC_002745.2_prot_WP_001044915.1_632	lcl|NC_007622.1_prot_WP_001044971.1_628	lcl|NC_007795.1_prot_YP_499186.1_562
7	7	1	lcl|NC_009782.1_prot_WP_001045082.1_2155	lcl|NC_009641.1_prot_WP_001045079.1_2222	lcl|NC_002758.2_prot_WP_001045082.1_2154	lcl|NC_017333.1_prot_WP_001045074.1_2151	lcl|NC_002745.2_prot_WP_001045079.1_2039	lcl|NC_007622.1_prot_WP_001045059.1_2033	lcl|NC_007795.1_prot_YP_500730.1_2042
7	7	1	lcl|NC_009782.1_prot_WP_001045111.1_118	lcl|NC_009641.1_prot_WP_001045111.1_69	lcl|NC_002758.2_prot_WP_001045111.1_118	lcl|NC_017333.1_prot_WP_001045123.1_131	lcl|NC_002745.2_prot_WP_001045111.1_118	lcl|NC_007622.1_prot_WP_001045111.1_64	lcl|NC_007795.1_prot_YP_498674.1_66
7	7	1	lcl|NC_009782.1_prot_WP_001045135.1_1977	lcl|NC_009641.1_prot_WP_001045133.1_1971	lcl|NC_002758.2_prot_WP_001045135.1_1976	lcl|NC_017333.1_prot_WP_001045136.1_2025	lcl|NC_002745.2_prot_WP_001045135.1_1860	lcl|NC_007622.1_prot_WP_001045137.1_1925	lcl|NC_007795.1_prot_YP_500477.1_1802
7	7	1	lcl|NC_009782.1_prot_WP_001045423.1_655	lcl|NC_009641.1_prot_WP_001045421.1_675	lcl|NC_002758.2_prot_WP_001045423.1_654	lcl|NC_017333.1_prot_WP_001045424.1_729	lcl|NC_002745.2_prot_WP_001045423.1_627	lcl|NC_007622.1_prot_WP_001045419.1_623	lcl|NC_007795.1_prot_YP_499182.1_558
7	7	1	lcl|NC_009782.1_prot_WP_001046645.1_2605	lcl|NC_009641.1_prot_WP_001046646.1_2657	lcl|NC_002758.2_prot_WP_001046645.1_2604	lcl|NC_017333.1_prot_WP_001046647.1_2590	lcl|NC_002745.2_prot_WP_001046645.1_2496	lcl|NC_007622.1_prot_WP_001046645.1_2479	lcl|NC_007795.1_prot_YP_501176.1_2457
7	7	1	lcl|NC_009782.1_prot_WP_001047069.1_1044	lcl|NC_009641.1_prot_WP_001047066.1_965	lcl|NC_002758.2_prot_WP_001047069.1_1043	lcl|NC_017333.1_prot_WP_001047061.1_1034	lcl|NC_002745.2_prot_WP_001047069.1_928	lcl|NC_007622.1_prot_WP_001047056.1_918	lcl|NC_007795.1_prot_YP_499466.1_834
7	7	1	lcl|NC_009782.1_prot_WP_001047238.1_632	lcl|NC_009641.1_prot_WP_001047239.1_639	lcl|NC_002758.2_prot_WP_001047238.1_631	lcl|NC_017333.1_prot_WP_001047242.1_699	lcl|NC_002745.2_prot_WP_001047238.1_604	lcl|NC_007622.1_prot_WP_001047248.1_595	lcl|NC_007795.1_prot_YP_499149.1_527
7	7	1	lcl|NC_009782.1_prot_WP_001048266.1_2319	lcl|NC_009641.1_prot_WP_001048286.1_2370	lcl|NC_002758.2_prot_WP_001048266.1_2318	lcl|NC_017333.1_prot_WP_001048245.1_2310	lcl|NC_002745.2_prot_WP_001048266.1_2211	lcl|NC_007622.1_prot_WP_001048302.1_2199	lcl|NC_007795.1_prot_YP_500880.1_2185
7	7	1	lcl|NC_009782.1_prot_WP_001048368.1_1868	lcl|NC_009641.1_prot_WP_001048368.1_1849	lcl|NC_002758.2_prot_WP_001048368.1_1867	lcl|NC_017333.1_prot_WP_001048371.1_1907	lcl|NC_002745.2_prot_WP_001048368.1_1751	lcl|NC_007622.1_prot_WP_001048365.1_1737	lcl|NC_007795.1_prot_YP_500362.1_1694
7	7	1	lcl|NC_009782.1_prot_WP_001048816.1_2266	lcl|NC_009641.1_prot_WP_001048816.1_2317	lcl|NC_002758.2_prot_WP_001048816.1_2265	lcl|NC_017333.1_prot_WP_001048816.1_2242	lcl|NC_002745.2_prot_WP_001048816.1_2150	lcl|NC_007622.1_prot_WP_001048816.1_2149	lcl|NC_007795.1_prot_YP_500825.1_2133
7	7	1	lcl|NC_009782.1_prot_WP_001048985.1_663	lcl|NC_009641.1_prot_WP_001048985.1_683	lcl|NC_002758.2_prot_WP_001048985.1_662	lcl|NC_017333.1_prot_WP_001048982.1_737	lcl|NC_002745.2_prot_WP_001048985.1_635	lcl|NC_007622.1_prot_WP_001048985.1_631	lcl|NC_007795.1_prot_YP_499189.1_565
7	7	1	lcl|NC_009782.1_prot_WP_001049150.1_1197	lcl|NC_009641.1_prot_WP_001049150.1_1119	lcl|NC_002758.2_prot_WP_001049150.1_1196	lcl|NC_017333.1_prot_WP_001049150.1_1184	lcl|NC_002745.2_prot_WP_001049150.1_1081	lcl|NC_007622.1_prot_WP_001049150.1_1071	lcl|NC_007795.1_prot_YP_499618.1_983
7	7	1	lcl|NC_009782.1_prot_WP_001049165.1_823	lcl|NC_009641.1_prot_WP_001049165.1_843	lcl|NC_002758.2_prot_WP_001049165.1_822	lcl|NC_017333.1_prot_WP_001049165.1_892	lcl|NC_002745.2_prot_WP_001049165.1_795	lcl|NC_007622.1_prot_WP_001049165.1_787	lcl|NC_007795.1_prot_YP_499347.1_718
7	7	1	lcl|NC_009782.1_prot_WP_001050048.1_838	lcl|NC_009641.1_prot_WP_001050064.1_857	lcl|NC_002758.2_prot_WP_001050048.1_837	lcl|NC_017333.1_prot_WP_001050055.1_905	lcl|NC_002745.2_prot_WP_001050048.1_810	lcl|NC_007622.1_prot_WP_001050034.1_800	lcl|NC_007795.1_prot_YP_499359.1_730
7	7	1	lcl|NC_009782.1_prot_WP_001050913.1_1375	lcl|NC_009641.1_prot_WP_001050913.1_1360	lcl|NC_002758.2_prot_WP_001050913.1_1374	lcl|NC_017333.1_prot_WP_001050913.1_1362	lcl|NC_002745.2_prot_WP_001050913.1_1259	lcl|NC_007622.1_prot_WP_001050913.1_1249	lcl|NC_007795.1_prot_YP_499796.1_1154
7	7	1	lcl|NC_009782.1_prot_WP_001051129.1_520	lcl|NC_009641.1_prot_WP_001051127.1_526	lcl|NC_002758.2_prot_WP_001051129.1_519	lcl|NC_017333.1_prot_WP_001051139.1_584	lcl|NC_002745.2_prot_WP_001051129.1_492	lcl|NC_007622.1_prot_WP_001051138.1_480	lcl|NC_007795.1_prot_YP_499040.1_419
7	7	1	lcl|NC_009782.1_prot_WP_001051556.1_2493	lcl|NC_009641.1_prot_WP_001051556.1_2545	lcl|NC_002758.2_prot_WP_001051556.1_2492	lcl|NC_017333.1_prot_WP_001051553.1_2480	lcl|NC_002745.2_prot_WP_001051556.1_2385	lcl|NC_007622.1_prot_WP_001051557.1_2372	lcl|NC_007795.1_prot_YP_501061.1_2355
7	7	1	lcl|NC_009782.1_prot_WP_001051594.1_607	lcl|NC_009641.1_prot_WP_001051594.1_614	lcl|NC_002758.2_prot_WP_001051594.1_606	lcl|NC_017333.1_prot_WP_001051594.1_674	lcl|NC_002745.2_prot_WP_001051594.1_579	lcl|NC_007622.1_prot_WP_001051593.1_570	lcl|NC_007795.1_prot_YP_499126.2_504
7	7	1	lcl|NC_009782.1_prot_WP_001051856.1_1879	lcl|NC_009641.1_prot_WP_001051860.1_1862	lcl|NC_002758.2_prot_WP_001051856.1_1878	lcl|NC_017333.1_prot_WP_001051856.1_1917	lcl|NC_002745.2_prot_WP_001051856.1_1762	lcl|NC_007622.1_prot_WP_001051868.1_1747	lcl|NC_007795.1_prot_YP_500372.1_1704
7	7	1	lcl|NC_009782.1_prot_WP_001052270.1_2193	lcl|NC_009641.1_prot_WP_001052270.1_2245	lcl|NC_002758.2_prot_WP_001052270.1_2192	lcl|NC_017333.1_prot_2170	lcl|NC_002745.2_prot_WP_001052270.1_2077	lcl|NC_007622.1_prot_WP_001052282.1_2076	lcl|NC_007795.1_prot_YP_500751.1_2062
7	7	1	lcl|NC_009782.1_prot_WP_001052484.1_381	lcl|NC_009641.1_prot_WP_001052483.1_411	lcl|NC_002758.2_prot_WP_001052484.1_381	lcl|NC_017333.1_prot_WP_001052481.1_462	lcl|NC_002745.2_prot_WP_001052484.1_380	lcl|NC_007622.1_prot_WP_001052483.1_347	lcl|NC_007795.1_prot_YP_498936.1_318
7	7	1	lcl|NC_009782.1_prot_WP_001052491.1_2219	lcl|NC_009641.1_prot_WP_001052491.1_2271	lcl|NC_002758.2_prot_WP_001052491.1_2218	lcl|NC_017333.1_prot_WP_001052491.1_2196	lcl|NC_002745.2_prot_WP_001052491.1_2103	lcl|NC_007622.1_prot_WP_001052490.1_2104	lcl|NC_007795.1_prot_YP_500778.1_2088
7	7	1	lcl|NC_009782.1_prot_WP_001052571.1_2341	lcl|NC_009641.1_prot_WP_001052566.1_2394	lcl|NC_002758.2_prot_WP_001052571.1_2340	lcl|NC_017333.1_prot_WP_001052575.1_2332	lcl|NC_002745.2_prot_WP_001052571.1_2233	lcl|NC_007622.1_prot_WP_001052555.1_2222	lcl|NC_007795.1_prot_YP_500905.1_2208
