number Species	Genes	Alg.-Conn.	r1.faa	r2.faa	r3.faa	r4.faa	r5.faa	r6.faa	r7.faa
7	7	0.794	WP_014410545.1	WP_011190762.1	WP_011477205.1	WP_012262309.1	WP_014392059.1	NP_220692.1	WP_004597402.1
7	7	0.793	WP_004997204.1	WP_011191250.1	WP_011478074.1	WP_004997204.1	WP_045800101.1	NP_221182.1	WP_004596824.1
7	7	0.793	WP_010976720.1	WP_011190573.1	WP_011476730.1	WP_012150261.1	WP_014391720.1	NP_220423.1	WP_004596661.1
7	7	0.793	WP_010976947.1	WP_011190674.1	WP_011477192.1	WP_012150504.1	WP_053350926.1	NP_220601.1	WP_004596007.1
7	7	0.793	WP_010976952.1	WP_011190677.1	WP_011477195.1	WP_012262268.1	WP_014391940.1	NP_220604.1	WP_004598575.1
7	7	0.792	WP_004997925.1	WP_014419448.1	WP_011477529.1	WP_004997925.1	WP_014392578.1	NP_220975.1	WP_004597956.1
7	7	0.792	WP_010976747.1	WP_011190566.1	WP_011477913.1	WP_012150289.1	WP_014391748.1	NP_220431.1	WP_004596647.1
7	7	0.792	WP_010976855.1	WP_011190604.1	WP_011477040.1	WP_012150401.1	WP_045800171.1	NP_220534.1	WP_004597196.1
7	7	0.792	WP_010977123.1	WP_011190806.1	WP_011477082.1	WP_012150683.1	WP_014392117.1	NP_220737.1	WP_004597486.1
7	7	0.792	WP_010977332.1	WP_011190916.1	WP_011477455.1	WP_012150898.1	WP_053351046.1	NP_220850.1	WP_004597710.1
7	7	0.792	WP_010977375.1	WP_011190962.1	WP_011477404.1	WP_012150883.1	WP_045800344.1	NP_220898.1	WP_004597793.1
7	7	0.792	WP_010977789.1	WP_011191208.1	WP_011476781.1	WP_012262602.1	WP_014392807.1	NP_221140.1	WP_004596926.1
7	7	0.791	WP_004996335.1	WP_011190703.1	WP_011477626.1	WP_012262281.1	WP_014391976.1	NP_220630.1	WP_010886244.1
7	7	0.791	WP_010977015.1	WP_011190729.1	WP_011477498.1	WP_012262290.1	WP_014392006.1	NP_220657.1	WP_004599373.1
7	7	0.791	WP_010977534.1	WP_011191045.1	WP_011477533.1	WP_012151092.1	WP_014392581.1	NP_220979.1	WP_004597963.1
7	7	0.791	WP_010977590.1	WP_014419455.1	WP_011477724.1	WP_012262532.1	WP_053351099.1	NP_221026.1	WP_004596193.1
7	7	0.791	WP_010977893.1	WP_011191285.1	WP_011477968.1	WP_012151442.1	WP_014391657.1	NP_221215.1	WP_004596749.1
7	7	0.79	WP_010977098.1	WP_011190784.1	WP_011477476.1	WP_012150655.1	WP_045800260.1	NP_220712.1	WP_004599410.1
7	7	0.79	WP_010977718.1	WP_011191162.1	WP_011477958.1	WP_012151265.1	WP_045800058.1	NP_221096.1	WP_004597014.1
7	7	0.789	WP_010977377.1	WP_011190965.1	WP_011476987.1	WP_012150881.1	WP_014392307.1	NP_220901.1	WP_004599075.1
7	7	0.789	WP_010977672.1	WP_011191142.1	WP_011476888.1	WP_012151229.1	WP_045800046.1	NP_221075.1	WP_010886358.1
7	7	0.789	WP_010977730.1	WP_011191166.1	WP_011478062.1	WP_012151278.1	WP_014392755.1	NP_221100.1	WP_004597006.1
7	7	0.789	WP_014273305.1	WP_011190717.1	WP_011476951.1	WP_012150559.1	WP_014391992.1	NP_220645.1	WP_004598520.1
7	7	0.789	WP_016830755.1	WP_011190867.1	WP_011477002.1	WP_012150777.1	WP_014392204.1	NP_220801.1	WP_004597618.1
7	7	0.788	WP_004995736.1	WP_011190885.1	WP_011477893.1	WP_004995736.1	WP_053350998.1	NP_220818.1	WP_004597650.1
7	7	0.788	WP_010976835.1	WP_011190492.1	WP_011477837.1	WP_012150376.1	WP_014391830.1	NP_220511.2	WP_004597152.1
7	7	0.788	WP_010976860.1	WP_011190610.1	WP_011477796.1	WP_012150407.1	WP_053350904.1	NP_220540.1	WP_010886218.1
7	7	0.788	WP_010977625.1	WP_011191116.1	WP_011476931.1	WP_012151189.1	WP_014392666.1	NP_221045.1	WP_004596365.1
7	7	0.788	WP_010977683.1	WP_011191150.1	WP_011477054.1	WP_012151239.1	WP_045800050.1	NP_221083.1	WP_004597040.1
7	7	0.788	WP_010977712.1	WP_011191158.1	WP_011477962.1	WP_012151259.1	WP_014392740.1	NP_221092.1	WP_004599630.1
7	7	0.788	WP_010977868.1	WP_011191262.1	WP_011477901.1	WP_012262635.1	WP_014391627.1	NP_221194.1	WP_004596790.1
7	7	0.788	WP_041471716.1	WP_011190819.1	WP_011477540.1	WP_012150696.1	WP_045800279.1	NP_220751.1	WP_004599433.1
7	7	0.787	WP_010976808.1	WP_011190516.1	WP_011477989.1	WP_012150351.1	WP_053350891.1	NP_220488.1	WP_014411731.1
7	7	0.787	WP_010976901.1	WP_011190650.1	WP_011477765.1	WP_012150457.1	WP_014391903.1	NP_220578.1	WP_004598599.1
7	7	0.787	WP_010976999.1	WP_011190715.1	WP_011476949.1	WP_012150558.1	WP_053350944.1	NP_220643.1	WP_004596089.1
7	7	0.787	WP_010977139.1	WP_011190820.1	WP_011477539.1	WP_012150697.1	WP_045800280.1	NP_220752.1	WP_004597517.1
7	7	0.787	WP_010977391.1	WP_011190973.1	WP_011477854.1	WP_012150870.1	WP_014392288.1	NP_220908.1	WP_004599063.1
7	7	0.786	WP_010977213.1	WP_011190862.1	WP_011477321.1	WP_012150772.1	WP_014392198.1	NP_220796.1	WP_010886289.1
7	7	0.785	WP_010976992.1	WP_011190711.1	WP_011477618.1	WP_012150552.1	WP_014391984.1	NP_220638.1	WP_004598522.1
7	7	0.784	WP_004996773.1	WP_011190527.1	WP_011477996.1	WP_004996773.1	WP_004996773.1	NP_220472.1	WP_010886204.1
7	7	0.784	WP_010977094.1	WP_011190780.1	WP_011477379.1	WP_012150650.1	WP_014392083.1	NP_220708.1	WP_004597439.1
7	7	0.784	WP_010977295.1	WP_011190937.1	WP_011477348.1	WP_012150858.1	WP_014392278.1	NP_220871.1	WP_004599088.1
7	7	0.784	WP_010977374.1	WP_011190961.1	WP_011477403.1	WP_012150884.1	WP_014392311.1	NP_220897.1	WP_004597791.1
7	7	0.784	WP_010977430.1	WP_011190993.1	WP_011477277.1	WP_012150998.1	WP_014392394.1	NP_220927.1	WP_004597848.1
7	7	0.784	WP_041471708.1	WP_011190658.1	WP_041804812.1	WP_012262256.1	WP_014391916.1	NP_220585.1	WP_004598587.1
7	7	0.783	WP_010976939.1	WP_011190669.1	WP_011477231.1	WP_012262264.1	WP_014391930.1	NP_220597.1	WP_010886235.1
7	7	0.783	WP_010977219.1	WP_011190868.1	WP_011477003.1	WP_012150778.1	WP_053350993.1	NP_220802.1	WP_004599464.1
7	7	0.783	WP_010977303.1	WP_011190901.1	WP_041804643.1	WP_012150958.1	WP_014392477.1	NP_220834.1	WP_004599488.1
7	7	0.783	WP_010977431.1	WP_011190994.1	WP_011477574.1	WP_012150999.1	WP_014392393.1	NP_220928.1	WP_004597849.1
7	7	0.783	WP_010977651.1	WP_011191127.1	WP_011477164.1	WP_012262558.1	WP_053351108.1	NP_221056.1	WP_010886351.1
7	7	0.783	WP_041471721.1	WP_011190855.1	WP_011477552.1	WP_014362470.1	WP_041860507.1	NP_220789.1	WP_004597594.1
7	7	0.782	WP_010976757.1	WP_011190557.1	WP_011476710.1	WP_012150302.1	WP_014391759.1	NP_220440.1	WP_014411631.1
7	7	0.782	WP_010977054.1	WP_011190753.1	WP_011477308.1	WP_012150609.1	WP_014392047.1	NP_220681.1	WP_004597379.1
7	7	0.782	WP_010977252.1	WP_011190894.1	WP_011477355.1	WP_012150816.1	WP_014392241.1	NP_220827.1	WP_004599478.1
7	7	0.782	WP_010977413.1	WP_011190980.1	WP_011477588.1	WP_012150978.1	WP_014392413.1	NP_220914.1	WP_004597832.1
7	7	0.782	WP_014411160.1	WP_011191289.1	WP_011477972.1	WP_014362438.1	WP_014391665.1	NP_221219.1	WP_004596741.1
7	7	0.781	WP_010977228.1	WP_011190878.1	WP_011477406.1	WP_012150788.1	WP_045800310.1	NP_220812.1	WP_004597640.1
7	7	0.781	WP_016830613.1	WP_011190510.1	WP_011477928.1	WP_012150359.1	WP_053350888.1	NP_220494.1	WP_004596471.1
7	7	0.78	WP_004995750.1	WP_011190876.1	WP_011477408.1	WP_012150786.1	WP_014392214.1	NP_220810.1	WP_004597637.1
7	7	0.78	WP_010977088.1	WP_011190776.1	WP_011477478.1	WP_012150645.1	WP_014392079.1	NP_220705.1	WP_004599407.1
7	7	0.779	WP_010976981.1	WP_011190698.1	WP_011477632.1	WP_012150537.1	WP_053350939.1	NP_220624.1	WP_004598535.1
7	7	0.779	WP_010977511.1	WP_011191030.1	WP_011477519.1	WP_012151072.1	WP_014392560.1	NP_220964.1	WP_004597930.1
7	7	0.778	WP_004995703.1	WP_011190954.1	WP_011477644.1	WP_012150830.1	WP_014392256.1	NP_220891.1	WP_004597781.1
7	7	0.778	WP_004997025.1	WP_011191302.1	WP_011478079.1	WP_012151475.1	WP_045800123.1	NP_221231.1	WP_004596714.1
7	7	0.778	WP_010977173.1	WP_011190838.1	WP_011477593.1	WP_012150735.1	WP_014392166.1	NP_220770.1	WP_004599443.1
7	7	0.778	WP_010977188.1	WP_011190853.1	WP_011477560.1	WP_010977188.1	WP_053350985.1	NP_220785.1	WP_004597588.1
7	7	0.778	WP_010977296.1	WP_011190936.1	WP_011477349.1	WP_012150859.1	WP_053351008.1	NP_220870.1	WP_004597737.1
7	7	0.777	WP_010976822.1	WP_011190504.1	WP_011477915.1	WP_012262216.1	WP_053350886.1	NP_220499.1	WP_004597139.1
7	7	0.777	WP_010977366.1	WP_011190960.1	WP_011477103.1	WP_012150925.1	WP_014392517.1	NP_220896.1	WP_004597789.1
7	7	0.777	WP_010977685.1	WP_011191152.1	WP_011477052.1	WP_012151241.1	WP_014392717.1	NP_221085.1	WP_004597036.1
7	7	0.776	WP_004997170.1	WP_011191261.1	WP_011477902.1	WP_012151416.1	WP_014391626.1	NP_221193.1	WP_004596792.1
7	7	0.776	WP_010976893.1	WP_011190644.1	WP_011477760.1	WP_012262248.1	WP_053350919.1	NP_220571.1	WP_010886227.1
7	7	0.776	WP_010976996.1	WP_011190713.1	WP_011476911.1	WP_012150555.1	WP_053350942.1	NP_220640.1	WP_010886247.1
7	7	0.776	WP_010977179.1	WP_011190845.1	WP_011477021.1	WP_012150743.1	WP_053350982.1	NP_220777.1	WP_004597577.1
7	7	0.776	WP_010977210.1	WP_011190861.1	WP_011477320.1	WP_012150770.1	WP_014392196.1	NP_220795.1	WP_010886288.1
7	7	0.776	WP_010977380.1	WP_011190967.1	WP_011476992.1	WP_012262412.1	WP_045800341.1	NP_220903.1	WP_004599072.1
7	7	0.776	WP_010977845.1	WP_011191246.1	WP_011477924.1	WP_012151392.1	WP_012151392.1	NP_221178.1	WP_010886381.1
7	7	0.775	WP_004996134.1	WP_011190764.1	WP_011476959.1	WP_012150629.1	WP_014392065.1	NP_220694.1	WP_004597407.1
7	7	0.775	WP_010977053.1	WP_014419421.1	WP_011477307.1	WP_012150608.1	WP_095531989.1	NP_220680.1	WP_004597377.1
7	7	0.775	WP_010977226.1	WP_044286871.1	WP_041804677.1	WP_012150785.1	WP_053350995.1	NP_220809.1	WP_010886293.1
7	7	0.775	WP_016830895.1	WP_011191068.1	WP_011477695.1	WP_004997845.1	WP_014392616.1	NP_220997.1	WP_004596248.1
7	7	0.774	WP_004997101.1	WP_011191290.1	WP_011478071.1	WP_012151453.1	WP_004997101.1	NP_221220.2	WP_010886385.1
7	7	0.774	WP_004997756.1	WP_011191104.1	WP_011476904.1	WP_012151167.1	WP_014392651.1	NP_221034.1	WP_004596344.1
7	7	0.774	WP_010977872.1	WP_011191265.1	WP_011478008.1	WP_012151421.1	WP_045800106.1	NP_221196.1	WP_004596784.1
7	7	0.774	WP_012150406.1	WP_011190609.1	WP_041804909.1	WP_012150406.1	WP_045800175.1	NP_220539.1	WP_004597209.1
7	7	0.774	WP_041471720.1	WP_011190851.1	WP_011477250.1	WP_012150748.1	WP_014392179.1	NP_220783.1	WP_004599449.1
7	7	0.773	WP_010976769.1	WP_011190548.1	WP_011478001.1	WP_012262197.1	WP_097920918.1	NP_220451.1	WP_014411729.1
7	7	0.773	WP_010977257.1	WP_011190897.1	WP_011477466.1	WP_012150822.1	WP_014392248.1	NP_220830.1	WP_004597675.1
7	7	0.773	WP_010977873.1	WP_011191266.1	WP_011478009.1	WP_014362507.1	WP_014391633.1	NP_221197.2	WP_004599680.1
7	7	0.772	WP_010977350.1	WP_011190930.1	WP_011477610.1	WP_012150914.1	WP_014392426.1	NP_220864.1	WP_004597730.1
7	7	0.772	WP_010977408.1	WP_011190976.1	WP_011477449.1	WP_012150971.1	WP_014392418.1	NP_220910.1	WP_004597822.1
7	7	0.772	WP_010977669.1	WP_011191141.1	WP_011476880.1	WP_012151226.1	WP_045800044.1	NP_221074.1	WP_014411798.1
7	7	0.771	WP_010977163.1	WP_011190831.1	WP_011477649.1	WP_012262346.1	WP_014392152.1	NP_220762.1	WP_004599440.1
7	7	0.771	WP_010977763.1	WP_011191186.1	WP_011476828.1	WP_012151309.1	WP_014392781.1	NP_221119.1	WP_004596967.1
7	7	0.77	WP_004996639.1	WP_011190597.1	WP_011477816.1	WP_004996639.1	WP_014391847.1	NP_220527.1	WP_004597179.1
7	7	0.77	WP_010976884.1	WP_044286898.1	WP_011477804.1	WP_012150434.1	WP_053350914.1	NP_220565.1	WP_010886226.1
7	7	0.77	WP_010977037.1	WP_011190740.1	WP_011477669.1	WP_012262296.1	WP_014392032.1	NP_220668.1	WP_010886255.1
7	7	0.77	WP_010977183.1	WP_011190849.1	WP_011477248.1	WP_012150746.1	WP_053350983.1	NP_220781.1	WP_004597581.1
7	7	0.769	WP_010977216.1	WP_011190865.1	WP_011477324.1	WP_012150775.1	WP_053350992.1	NP_220799.1	WP_004599463.1
7	7	0.768	WP_010977238.1	WP_011190884.1	WP_011477892.1	WP_012150800.1	WP_014409150.1	NP_220817.1	WP_004597649.1
7	7	0.768	WP_010977418.1	WP_011190982.1	WP_011477013.1	WP_012262460.1	WP_045800383.1	NP_220917.1	WP_004597835.1
7	7	0.768	WP_010977681.1	WP_011191147.1	WP_011477057.1	WP_004997578.1	WP_053351115.1	NP_221080.1	WP_004597048.1
7	7	0.767	WP_010976949.1	WP_011190676.1	WP_011476955.1	WP_012150506.1	WP_045800209.1	NP_220603.1	WP_010886238.1
7	7	0.767	WP_010977011.1	WP_014419418.1	WP_011477494.1	WP_012150568.1	WP_014392001.1	NP_220653.1	WP_004597336.1
7	7	0.767	WP_010977647.1	WP_011191125.1	WP_011477170.1	WP_012151204.1	WP_014392680.1	NP_221054.1	WP_010886350.1
7	7	0.767	WP_010977897.1	WP_011191288.1	WP_011477971.1	WP_012151449.1	WP_045800117.1	NP_221218.1	WP_004596743.1
7	7	0.767	WP_016830921.1	WP_011191121.1	WP_011477174.1	WP_012151197.1	WP_014392674.1	NP_221051.1	WP_010886348.1
7	7	0.766	WP_010977177.1	WP_011190843.1	WP_011477018.1	WP_012150741.1	WP_014392171.1	NP_220775.1	WP_004599447.1
7	7	0.766	WP_016830969.1	WP_011191212.1	WP_011476785.1	WP_012151337.1	WP_014392811.1	NP_221144.1	WP_004596917.1
7	7	0.766	WP_041471762.1	WP_011190795.1	WP_011477373.1	WP_041472430.1	WP_053350960.1	NP_220724.1	WP_004597467.1
7	7	0.765	WP_010977169.1	WP_011190835.1	WP_011477599.1	WP_012150729.1	WP_014392159.1	NP_220766.1	WP_004597563.1
7	7	0.765	WP_010977627.1	WP_011191118.1	WP_011477097.1	WP_041472461.1	WP_045800487.1	NP_221047.1	WP_004596372.1
7	7	0.765	WP_010977686.1	WP_011191153.1	WP_011477048.1	WP_012262570.1	WP_053351116.1	NP_221087.1	WP_004597032.1
7	7	0.764	WP_004996729.1	WP_011190512.1	WP_011477930.1	WP_012150358.1	WP_053350889.1	NP_220492.1	WP_004596475.1
7	7	0.764	WP_010977137.1	WP_011190818.1	WP_041804863.1	WP_012150695.1	WP_053350973.1	NP_220750.1	WP_004599431.1
7	7	0.763	WP_010976902.1	WP_011190651.1	WP_011477764.1	WP_012150458.1	WP_053350922.1	NP_220579.1	WP_004598596.1
7	7	0.762	WP_010977317.1	WP_011190908.1	WP_011477358.1	WP_012150943.1	WP_045800398.1	NP_220842.1	WP_004597692.1
7	7	0.762	WP_016830675.1	WP_011190701.1	WP_011477628.1	WP_014362308.1	WP_045800222.1	NP_220628.1	WP_004596056.1
7	7	0.762	WP_041471749.1	WP_011191210.1	WP_011476783.1	WP_012151335.1	WP_082262799.1	NP_221142.1	WP_004596922.1
7	7	0.761	WP_010976802.1	WP_014419394.1	WP_011477982.1	WP_012150345.1	WP_045800154.1	NP_220485.1	WP_004596508.1
7	7	0.761	WP_010977570.1	WP_011191064.1	WP_011477275.1	WP_010977570.1	WP_014392612.1	NP_220994.1	WP_004596256.1
7	7	0.76	WP_004996037.1	WP_011190796.1	WP_011477372.1	WP_012150666.1	WP_053350961.1	NP_220725.1	WP_004599414.1
7	7	0.76	WP_010976821.1	WP_011190505.1	WP_011477916.1	WP_012262215.1	WP_045799380.1	NP_220498.1	WP_004599747.1
7	7	0.76	WP_010976924.1	WP_011190663.1	WP_011477183.1	WP_012150481.1	WP_045800202.1	NP_220590.1	WP_004595977.1
7	7	0.76	WP_010976973.1	WP_014419415.1	WP_011476919.1	WP_012150528.1	WP_053350937.1	NP_220618.1	WP_004598559.1
7	7	0.76	WP_010977729.1	WP_011191165.1	WP_041804963.1	WP_012151277.1	WP_053351118.1	NP_221099.1	WP_004597008.1
7	7	0.76	WP_010977829.1	WP_011191232.1	WP_011476839.1	WP_012151371.1	WP_014392837.1	NP_221164.1	WP_004596873.1
7	7	0.76	WP_016830875.1	WP_011191049.1	WP_012152033.1	WP_012151104.1	WP_053351092.1	NP_220983.1	WP_004596292.1
7	7	0.76	WP_071597794.1	WP_011190821.1	WP_011477538.1	WP_012150702.1	WP_014392137.1	NP_220753.1	WP_010886277.1
7	7	0.759	WP_004997210.1	WP_011191247.1	WP_011477925.1	WP_012151393.1	WP_014391606.1	NP_221179.1	WP_004596831.1
7	7	0.759	WP_010976921.1	WP_011190659.1	WP_011477187.1	WP_012262257.1	WP_014391917.1	NP_220586.1	WP_010886231.1
7	7	0.758	WP_010977530.1	WP_011191039.1	WP_011477527.1	WP_012151089.1	WP_014392575.1	NP_220973.1	WP_004597952.1
7	7	0.758	WP_010977769.1	WP_014419467.1	WP_011476822.1	WP_012151313.1	WP_014392786.1	NP_221125.1	WP_004596959.1
7	7	0.757	WP_010977766.1	WP_011191189.1	WP_011476825.1	WP_012151311.1	WP_045800072.1	NP_221122.1	WP_004596964.1
7	7	0.756	WP_010977041.1	WP_011190744.1	WP_041804700.1	WP_010977041.1	WP_014366024.1	NP_220672.1	WP_010886258.1
7	7	0.756	WP_010977834.1	WP_011191239.1	WP_011476866.1	WP_012151378.1	WP_014392842.1	NP_221171.1	WP_004596858.1
7	7	0.756	WP_010977888.1	WP_011191279.1	WP_011476740.1	WP_010977888.1	WP_014391649.1	NP_221210.1	WP_004596754.1
7	7	0.755	WP_010976874.1	WP_011190629.1	WP_011477781.1	WP_012150424.1	WP_014391877.1	NP_220556.1	WP_004598627.1
7	7	0.755	WP_010977381.1	WP_011190969.1	WP_011476994.1	WP_012150877.1	WP_014392304.1	NP_220905.1	WP_004599070.1
7	7	0.755	WP_010977739.1	WP_011191174.1	WP_011476737.1	WP_012151290.1	WP_014392763.1	NP_221108.1	WP_004596991.1
7	7	0.755	WP_016830888.1	WP_011191065.1	WP_011477274.1	WP_012151125.1	WP_014392613.1	NP_220995.1	WP_004599181.1
7	7	0.754	WP_004996190.1	WP_011190746.1	WP_011477674.1	WP_012150599.1	WP_053350950.1	NP_220674.1	WP_004597369.1
7	7	0.754	WP_010976989.1	WP_011190708.1	WP_011477621.1	WP_012150549.1	WP_014391981.1	NP_220635.1	WP_004596070.1
7	7	0.753	WP_010977572.1	WP_011191066.1	WP_011477208.1	WP_012151126.1	WP_053351096.1	NP_220996.1	WP_004596252.1
7	7	0.752	WP_010976965.1	WP_011190684.1	WP_011476928.1	WP_012150519.1	WP_053350932.1	NP_220610.1	WP_004598570.1
7	7	0.752	WP_010976983.1	WP_011190700.1	WP_011477629.1	WP_012150540.1	WP_014391971.1	NP_220627.1	WP_004596055.1
7	7	0.752	WP_010977052.1	WP_011190751.1	WP_012151907.1	WP_012262301.1	WP_014392045.1	NP_220679.1	WP_004597375.1
7	7	0.752	WP_012720113.1	WP_011191291.1	WP_011478070.1	WP_012151455.1	WP_014391666.1	NP_221221.1	WP_004596737.1
7	7	0.751	WP_010977221.1	WP_011190871.1	WP_011477414.1	WP_014362473.1	WP_014392209.1	NP_220805.1	WP_010886291.1
7	7	0.75	WP_004997294.1	WP_014419470.1	WP_011476712.1	WP_004997294.1	WP_053351132.1	NP_221159.1	WP_010886378.1
7	7	0.75	WP_010976870.1	WP_011190622.1	WP_011477777.1	WP_012150419.1	WP_014391872.1	NP_220551.1	WP_004595877.1
7	7	0.749	WP_004996338.1	WP_011190702.1	WP_011477627.1	WP_004996338.1	WP_014391975.1	NP_220629.1	WP_004596058.1
7	7	0.749	WP_010977778.1	WP_011191198.1	WP_011476772.1	WP_012151323.1	WP_053351153.1	NP_221130.1	WP_004599649.1
7	7	0.749	WP_012151266.1	WP_011191163.1	WP_041804933.1	WP_012151266.1	WP_041860646.1	NP_221097.1	WP_004597012.1
7	7	0.748	WP_004996487.1	WP_011190662.1	WP_011477184.1	WP_012150480.1	WP_053350924.1	NP_220589.2	WP_004595975.1
7	7	0.748	WP_004997250.1	WP_011191233.1	WP_011476873.1	WP_012151372.1	WP_014392838.1	NP_221165.1	WP_004596871.1
7	7	0.748	WP_004998055.1	WP_011191014.1	WP_011477653.1	WP_012262491.1	WP_014392347.1	NP_220948.1	WP_004597890.1
7	7	0.747	WP_010977198.1	WP_011190860.1	WP_011477543.1	WP_012262363.1	WP_014392191.1	NP_220794.1	WP_004599457.1
7	7	0.743	WP_010977499.1	WP_011191025.1	WP_011477364.1	WP_012262496.1	WP_014392329.1	NP_220959.1	WP_010886330.1
7	7	0.742	WP_010976966.1	WP_011190685.1	WP_011476927.1	WP_012262276.1	WP_053350933.1	NP_220611.1	WP_010886240.1
7	7	0.742	WP_010977602.1	WP_011191105.1	WP_011476903.1	WP_012262541.1	WP_045800478.1	NP_221035.1	WP_004599527.1
7	7	0.742	WP_010977912.1	WP_011191296.1	WP_011478037.1	WP_012262652.1	WP_053350868.1	NP_221226.1	WP_004599691.1
7	7	0.742	WP_041471718.1	WP_011190826.1	WP_011477602.1	WP_012150709.1	WP_014392145.1	NP_220758.1	WP_004599438.1
7	7	0.741	WP_010976900.1	WP_011190649.1	WP_011477766.1	WP_012150456.1	WP_014391902.1	NP_220577.1	WP_004598601.1
7	7	0.741	WP_010976923.1	WP_011190661.1	WP_011477185.1	WP_012150479.1	WP_014391919.1	NP_220588.1	WP_004598585.1
7	7	0.741	WP_010977122.1	WP_011190804.1	WP_011477080.1	WP_012150679.1	WP_014392114.1	NP_220734.1	WP_004599421.1
7	7	0.741	WP_010977245.1	WP_011190890.1	WP_011477882.1	WP_012150809.1	WP_053350999.1	NP_220823.1	WP_004599474.1
7	7	0.74	WP_010977463.1	WP_011191006.1	WP_011477212.1	WP_012262480.1	WP_045800363.1	NP_220941.1	WP_014411724.1
7	7	0.74	WP_010977864.1	WP_011191258.1	WP_011478013.1	WP_012151412.1	WP_014391622.1	NP_221190.1	WP_004599675.1
7	7	0.739	WP_010976823.1	WP_011190503.1	WP_011477914.1	WP_012262217.1	WP_014391784.1	NP_220500.1	WP_004597141.1
7	7	0.739	WP_010977018.1	WP_011190730.1	WP_011477503.1	WP_012150575.1	WP_014392008.1	NP_220658.1	WP_004599375.1
7	7	0.739	WP_010977842.1	WP_011191243.1	WP_011476854.1	WP_012151389.1	WP_014392848.1	NP_221175.1	WP_004596839.1
7	7	0.739	WP_012719437.1	WP_014419407.1	WP_011477807.1	WP_014362289.1	WP_053350912.1	NP_220562.1	WP_010886225.1
7	7	0.737	WP_010976904.1	WP_014419409.1	WP_011477762.1	WP_012150461.1	WP_053350923.1	NP_220581.1	WP_004595949.1
7	7	0.737	WP_010976972.1	WP_011190691.1	WP_011476920.1	WP_012150527.1	WP_045800218.1	NP_220617.1	WP_004598561.1
7	7	0.737	WP_012719844.1	WP_011190998.1	WP_011477293.1	WP_012151015.1	WP_014392375.1	NP_220933.1	WP_010886323.1
7	7	0.736	WP_010977502.1	WP_044286905.1	WP_011477664.1	WP_012151064.1	WP_053351083.1	NP_220962.1	WP_014607244.1
7	7	0.734	WP_010976782.1	WP_011190537.1	WP_011477949.1	WP_012150324.1	WP_014391823.1	NP_220462.1	WP_004599726.1
7	7	0.732	WP_010976713.1	WP_011190580.1	WP_011477943.1	WP_012150254.1	WP_045800133.1	NP_220415.1	WP_004596669.1
7	7	0.732	WP_010976788.1	WP_044286845.1	WP_011476718.1	WP_012150330.1	WP_014391817.1	NP_220469.1	WP_014411635.1
7	7	0.732	WP_010976942.1	WP_011190671.1	WP_011477233.1	WP_012150498.1	WP_045800516.1	NP_220598.1	WP_010886236.1
7	7	0.732	WP_010977561.1	WP_011191058.1	WP_011477131.1	WP_012151117.1	WP_053351095.1	NP_220990.1	WP_004599177.1
7	7	0.731	WP_004998018.1	WP_014419446.1	WP_011477367.1	WP_012151058.1	WP_045800350.1	NP_220956.1	WP_004599005.1
7	7	0.729	WP_010977881.1	WP_011191272.1	WP_011476766.1	WP_012262638.1	WP_053350863.1	NP_221203.1	WP_004596770.1
7	7	0.727	WP_010976991.1	WP_044286857.1	WP_011477619.1	WP_012262283.1	WP_045800226.1	NP_220637.1	WP_014411666.1
7	7	0.727	WP_010977470.1	WP_011191009.1	WP_011477283.1	WP_012151028.1	WP_053351024.1	NP_220944.1	WP_004597883.1
7	7	0.727	WP_010977682.1	WP_011191149.1	WP_011477055.1	WP_012151238.1	WP_014392714.1	NP_221082.1	WP_004597042.1
7	7	0.727	WP_071597826.1	WP_014419405.1	WP_011477810.1	WP_012150427.1	WP_014391880.1	NP_220559.1	WP_004598623.1
7	7	0.726	WP_004996579.1	WP_014419406.1	WP_011477808.1	WP_004996579.1	WP_014391882.1	NP_220561.1	WP_004598620.1
7	7	0.726	WP_016830591.1	WP_011190577.1	WP_011477940.1	WP_014362443.1	WP_014391724.1	NP_220418.1	WP_004599705.1
7	7	0.725	WP_010976905.1	WP_011190653.1	WP_011477801.1	WP_012150462.1	WP_014391907.1	NP_220582.1	WP_004595951.1
7	7	0.725	WP_010977080.1	WP_011190772.1	WP_011477486.1	WP_012150638.1	WP_014392074.1	NP_220701.1	WP_004599402.1
7	7	0.725	WP_010977733.1	WP_011191171.1	WP_011478054.1	WP_012151281.1	WP_014392758.1	NP_221105.1	WP_004596996.1
7	7	0.724	WP_010977197.1	WP_011190859.1	WP_011477544.1	WP_012150758.1	WP_053350989.1	NP_220793.1	WP_004599455.1
7	7	0.724	WP_010977354.1	WP_011190931.1	WP_011477448.1	WP_012150917.1	WP_041860517.1	NP_220866.1	WP_004597732.1
7	7	0.723	WP_010976798.1	WP_011190522.1	WP_011477985.1	WP_012262208.1	WP_053350892.1	NP_220482.1	WP_004599735.1
7	7	0.722	WP_010977009.1	WP_011190723.1	WP_011477492.1	WP_004996272.1	WP_014391999.1	NP_220651.1	WP_004597332.1
7	7	0.722	WP_010977285.1	WP_011190945.1	WP_011477443.1	WP_012150850.1	WP_014392269.1	NP_220882.1	WP_010886310.1
7	7	0.718	WP_010977283.1	WP_011190948.1	WP_011477446.1	WP_012150846.1	WP_045800324.1	NP_220885.1	WP_010886312.1
