Orthogroup	c1	c2	c3	c4	c5
OG0000536	lcl|NC_000922.1_prot_NP_224787.1_553	lcl|NC_005043.1_prot_WP_010883229.1_587	lcl|NC_002491.1_prot_WP_010883229.1_591	lcl|NC_017285.1_prot_WP_014517580.1_157	lcl|AE002161.1_prot_AAF73632.1_156
OG0000537	lcl|NC_000922.1_prot_NP_224788.1_554	lcl|NC_005043.1_prot_WP_010883230.1_588	lcl|NC_002491.1_prot_WP_010883230.1_592	lcl|NC_017285.1_prot_WP_010883230.1_156	lcl|AE002161.1_prot_AAF38037.1_155
OG0000538	lcl|NC_000922.1_prot_NP_224789.1_555	lcl|NC_005043.1_prot_WP_010883231.1_589	lcl|NC_002491.1_prot_WP_010895343.1_593	lcl|NC_017285.1_prot_WP_014517579.1_155	lcl|AE002161.1_prot_AAF38036.1_154
OG0000539	lcl|NC_000922.1_prot_NP_224790.1_556	lcl|NC_005043.1_prot_WP_010883232.1_590	lcl|NC_002491.1_prot_WP_010895344.1_594	lcl|NC_017285.1_prot_WP_014517578.1_154	lcl|AE002161.1_prot_AAF38035.1_153
OG0000540	lcl|NC_000922.1_prot_NP_224791.1_557	lcl|NC_005043.1_prot_WP_010883233.1_591	lcl|NC_002491.1_prot_WP_010883233.1_595	lcl|NC_017285.1_prot_WP_010883233.1_153	lcl|AE002161.1_prot_AAF38034.1_152
OG0000541	lcl|NC_000922.1_prot_NP_224792.1_558	lcl|NC_005043.1_prot_WP_010883234.1_592	lcl|NC_002491.1_prot_WP_010883234.1_596	lcl|NC_017285.1_prot_WP_014517577.1_152	lcl|AE002161.1_prot_AAF73631.1_151
OG0000542	lcl|NC_000922.1_prot_NP_224793.1_559	lcl|NC_005043.1_prot_WP_010883235.1_593	lcl|NC_002491.1_prot_WP_010883235.1_597	lcl|NC_017285.1_prot_WP_014517576.1_151	lcl|AE002161.1_prot_AAF38033.1_150
OG0000543	lcl|NC_000922.1_prot_NP_224794.1_560	lcl|NC_005043.1_prot_WP_010883236.1_594	lcl|NC_002491.1_prot_WP_010895345.1_598	lcl|NC_017285.1_prot_WP_014517575.1_150	lcl|AE002161.1_prot_AAF38032.1_149
OG0000544	lcl|NC_000922.1_prot_NP_224795.1_561	lcl|NC_005043.1_prot_WP_041466966.1_595	lcl|NC_002491.1_prot_WP_010883237.1_599	lcl|NC_017285.1_prot_WP_014517574.1_149	lcl|AE002161.1_prot_AAF38031.1_148
OG0000545	lcl|NC_000922.1_prot_NP_224796.1_562	lcl|NC_005043.1_prot_WP_010883238.1_596	lcl|NC_002491.1_prot_WP_010883238.1_600	lcl|NC_017285.1_prot_WP_014517573.1_148	lcl|AE002161.1_prot_AAF38030.1_147
OG0000546	lcl|NC_000922.1_prot_NP_224797.1_563	lcl|NC_005043.1_prot_WP_010883239.1_598	lcl|NC_002491.1_prot_WP_010883239.1_602	lcl|NC_017285.1_prot_WP_010883239.1_146	lcl|AE002161.1_prot_AAF38028.1_145
OG0000547	lcl|NC_000922.1_prot_NP_224798.1_564	lcl|NC_005043.1_prot_WP_010883240.1_599	lcl|NC_002491.1_prot_WP_010883240.1_603	lcl|NC_017285.1_prot_WP_014517571.1_145	lcl|AE002161.1_prot_AAF38027.1_144
OG0000548	lcl|NC_000922.1_prot_NP_224799.1_565	lcl|NC_005043.1_prot_WP_010883241.1_600	lcl|NC_002491.1_prot_WP_010895346.1_604	lcl|NC_017285.1_prot_WP_010883241.1_144	lcl|AE002161.1_prot_AAF38026.1_143
OG0000549	lcl|NC_000922.1_prot_NP_224800.1_566	lcl|NC_005043.1_prot_WP_010883242.1_601	lcl|NC_002491.1_prot_WP_010883242.1_605	lcl|NC_017285.1_prot_WP_014517570.1_143	lcl|AE002161.1_prot_AAF38025.1_142
OG0000550	lcl|NC_000922.1_prot_NP_224801.1_567	lcl|NC_005043.1_prot_WP_010883243.1_602	lcl|NC_002491.1_prot_WP_010883243.1_606	lcl|NC_017285.1_prot_WP_014517569.1_142	lcl|AE002161.1_prot_AAF38024.1_141
OG0000551	lcl|NC_000922.1_prot_NP_224802.1_568	lcl|NC_005043.1_prot_WP_010883244.1_603	lcl|NC_002491.1_prot_WP_010883244.1_607	lcl|NC_017285.1_prot_WP_014517568.1_141	lcl|AE002161.1_prot_AAF38023.1_140
OG0000552	lcl|NC_000922.1_prot_NP_224803.1_569	lcl|NC_005043.1_prot_WP_010883245.1_604	lcl|NC_002491.1_prot_WP_010883245.1_608	lcl|NC_017285.1_prot_WP_014517567.1_140	lcl|AE002161.1_prot_AAF38022.1_139
OG0000553	lcl|NC_000922.1_prot_NP_224804.1_570	lcl|NC_005043.1_prot_WP_010883246.1_605	lcl|NC_002491.1_prot_WP_010895347.1_609	lcl|NC_017285.1_prot_WP_035416567.1_139	lcl|AE002161.1_prot_AAF73630.1_138
OG0000554	lcl|NC_000922.1_prot_NP_224805.1_571	lcl|NC_005043.1_prot_WP_010883247.1_606	lcl|NC_002491.1_prot_WP_010883247.1_610	lcl|NC_017285.1_prot_WP_014517565.1_138	lcl|AE002161.1_prot_AAF38021.1_137
OG0000555	lcl|NC_000922.1_prot_NP_224806.1_572	lcl|NC_005043.1_prot_WP_010883248.1_607	lcl|NC_002491.1_prot_WP_010883248.1_611	lcl|NC_017285.1_prot_WP_014517564.1_137	lcl|AE002161.1_prot_AAF38020.1_136
OG0000556	lcl|NC_000922.1_prot_NP_224807.1_573	lcl|NC_005043.1_prot_WP_010883249.1_608	lcl|NC_002491.1_prot_WP_010895348.1_612	lcl|NC_017285.1_prot_WP_014517563.1_136	lcl|AE002161.1_prot_AAF38019.1_135
OG0000557	lcl|NC_000922.1_prot_NP_224808.1_574	lcl|NC_005043.1_prot_WP_011126194.1_609	lcl|NC_002491.1_prot_WP_010883250.1_613	lcl|NC_017285.1_prot_WP_014517562.1_135	lcl|AE002161.1_prot_AAF38018.1_134
OG0000558	lcl|NC_000922.1_prot_NP_224809.1_575	lcl|NC_005043.1_prot_WP_010883251.1_610	lcl|NC_002491.1_prot_WP_010883251.1_614	lcl|NC_017285.1_prot_WP_014517561.1_134	lcl|AE002161.1_prot_AAF38017.1_133
OG0000559	lcl|NC_000922.1_prot_NP_224810.1_576	lcl|NC_005043.1_prot_WP_010883252.1_611	lcl|NC_002491.1_prot_WP_010883252.1_615	lcl|NC_017285.1_prot_WP_014517560.1_133	lcl|AE002161.1_prot_AAF38016.1_132
OG0000560	lcl|NC_000922.1_prot_NP_224811.1_577	lcl|NC_005043.1_prot_WP_010883253.1_612	lcl|NC_002491.1_prot_WP_010883253.1_616	lcl|NC_017285.1_prot_WP_010883253.1_132	lcl|AE002161.1_prot_AAF38015.1_131
OG0000561	lcl|NC_000922.1_prot_NP_224813.1_579	lcl|NC_005043.1_prot_WP_010883255.1_615	lcl|NC_002491.1_prot_WP_010883255.1_619	lcl|NC_017285.1_prot_WP_014517558.1_129	lcl|AE002161.1_prot_AAF38013.1_129
OG0000562	lcl|NC_000922.1_prot_NP_224814.1_580	lcl|NC_005043.1_prot_WP_010883256.1_616	lcl|NC_002491.1_prot_WP_010883256.1_620	lcl|NC_017285.1_prot_WP_014517557.1_128	lcl|AE002161.1_prot_AAF38012.1_128
OG0000563	lcl|NC_000922.1_prot_NP_224815.1_581	lcl|NC_005043.1_prot_WP_010883257.1_617	lcl|NC_002491.1_prot_WP_010883257.1_621	lcl|NC_017285.1_prot_WP_010883257.1_127	lcl|AE002161.1_prot_AAF38011.1_127
OG0000564	lcl|NC_000922.1_prot_NP_224816.1_582	lcl|NC_005043.1_prot_WP_010883258.1_618	lcl|NC_002491.1_prot_WP_010883258.1_622	lcl|NC_017285.1_prot_WP_010883258.1_126	lcl|AE002161.1_prot_AAF38010.1_126
OG0000565	lcl|NC_000922.1_prot_NP_224817.1_583	lcl|NC_005043.1_prot_WP_010883259.1_619	lcl|NC_002491.1_prot_WP_010883259.1_623	lcl|NC_017285.1_prot_WP_014517556.1_125	lcl|AE002161.1_prot_AAF38009.1_125
OG0000566	lcl|NC_000922.1_prot_NP_224818.1_584	lcl|NC_005043.1_prot_WP_010883260.1_620	lcl|NC_002491.1_prot_WP_010883260.1_624	lcl|NC_017285.1_prot_WP_014517555.1_124	lcl|AE002161.1_prot_AAF38008.1_124
OG0000567	lcl|NC_000922.1_prot_NP_224819.1_585	lcl|NC_005043.1_prot_WP_011126198.1_621	lcl|NC_002491.1_prot_WP_010883261.1_625	lcl|NC_017285.1_prot_WP_014517554.1_123	lcl|AE002161.1_prot_AAF38007.1_123
OG0000568	lcl|NC_000922.1_prot_NP_224820.1_586	lcl|NC_005043.1_prot_WP_010883262.1_622	lcl|NC_002491.1_prot_WP_010883262.1_626	lcl|NC_017285.1_prot_WP_014517553.1_122	lcl|AE002161.1_prot_AAF38006.1_122
OG0000569	lcl|NC_000922.1_prot_NP_224821.1_587	lcl|NC_005043.1_prot_WP_010883263.1_623	lcl|NC_002491.1_prot_WP_010883263.1_627	lcl|NC_017285.1_prot_WP_014517552.1_121	lcl|AE002161.1_prot_AAF38005.1_121
OG0000570	lcl|NC_000922.1_prot_NP_224822.1_588	lcl|NC_005043.1_prot_WP_010883264.1_624	lcl|NC_002491.1_prot_WP_010895349.1_628	lcl|NC_017285.1_prot_WP_014517551.1_120	lcl|AE002161.1_prot_AAF38004.1_120
OG0000571	lcl|NC_000922.1_prot_NP_224823.1_589	lcl|NC_005043.1_prot_WP_010883265.1_625	lcl|NC_002491.1_prot_WP_010883265.1_629	lcl|NC_017285.1_prot_WP_010883265.1_119	lcl|AE002161.1_prot_AAF38003.1_119
OG0000572	lcl|NC_000922.1_prot_NP_224824.1_590	lcl|NC_005043.1_prot_WP_010883266.1_626	lcl|NC_002491.1_prot_WP_010883266.1_630	lcl|NC_017285.1_prot_WP_010883266.1_118	lcl|AE002161.1_prot_AAF38002.1_118
OG0000573	lcl|NC_000922.1_prot_NP_224825.1_591	lcl|NC_005043.1_prot_WP_010883267.1_627	lcl|NC_002491.1_prot_WP_010883267.1_631	lcl|NC_017285.1_prot_WP_014517550.1_117	lcl|AE002161.1_prot_AAF38001.1_117
OG0000574	lcl|NC_000922.1_prot_NP_224826.1_592	lcl|NC_005043.1_prot_WP_010883268.1_628	lcl|NC_002491.1_prot_WP_010883268.1_632	lcl|NC_017285.1_prot_WP_010883268.1_116	lcl|AE002161.1_prot_AAF38000.1_116
OG0000575	lcl|NC_000922.1_prot_NP_224827.1_593	lcl|NC_005043.1_prot_WP_010883269.1_629	lcl|NC_002491.1_prot_WP_010883269.1_633	lcl|NC_017285.1_prot_WP_014517549.1_115	lcl|AE002161.1_prot_AAF37999.1_115
OG0000576	lcl|NC_000922.1_prot_NP_224828.1_594	lcl|NC_005043.1_prot_WP_010883270.1_630	lcl|NC_002491.1_prot_WP_010895350.1_634	lcl|NC_017285.1_prot_WP_010883270.1_114	lcl|AE002161.1_prot_AAF37998.1_114
OG0000577	lcl|NC_000922.1_prot_NP_224829.1_595	lcl|NC_005043.1_prot_WP_010883271.1_631	lcl|NC_002491.1_prot_WP_010883271.1_635	lcl|NC_017285.1_prot_WP_014517548.1_113	lcl|AE002161.1_prot_AAF37997.1_113
OG0000578	lcl|NC_000922.1_prot_NP_224830.1_596	lcl|NC_005043.1_prot_WP_010883272.1_632	lcl|NC_002491.1_prot_WP_010883272.1_636	lcl|NC_017285.1_prot_WP_010883272.1_112	lcl|AE002161.1_prot_AAF37996.1_112
OG0000579	lcl|NC_000922.1_prot_NP_224831.1_597	lcl|NC_005043.1_prot_WP_010883273.1_633	lcl|NC_002491.1_prot_WP_010883273.1_637	lcl|NC_017285.1_prot_WP_010883273.1_111	lcl|AE002161.1_prot_AAF37995.1_111
OG0000580	lcl|NC_000922.1_prot_NP_224832.1_598	lcl|NC_005043.1_prot_WP_010883274.1_634	lcl|NC_002491.1_prot_WP_010883274.1_638	lcl|NC_017285.1_prot_WP_010883274.1_110	lcl|AE002161.1_prot_AAF37994.1_110
OG0000581	lcl|NC_000922.1_prot_NP_224833.1_599	lcl|NC_005043.1_prot_WP_010883275.1_635	lcl|NC_002491.1_prot_WP_010895351.1_639	lcl|NC_017285.1_prot_WP_010883275.1_109	lcl|AE002161.1_prot_AAF37993.1_109
OG0000582	lcl|NC_000922.1_prot_NP_224834.1_600	lcl|NC_005043.1_prot_WP_010883276.1_636	lcl|NC_002491.1_prot_WP_010883276.1_640	lcl|NC_017285.1_prot_WP_010883276.1_108	lcl|AE002161.1_prot_AAF37992.1_108
OG0000583	lcl|NC_000922.1_prot_NP_224835.1_601	lcl|NC_005043.1_prot_WP_011126199.1_637	lcl|NC_002491.1_prot_WP_010883277.1_641	lcl|NC_017285.1_prot_WP_010883277.1_107	lcl|AE002161.1_prot_AAF37991.1_107
OG0000584	lcl|NC_000922.1_prot_NP_224836.1_602	lcl|NC_005043.1_prot_WP_010883278.1_638	lcl|NC_002491.1_prot_WP_010883278.1_642	lcl|NC_017285.1_prot_WP_010883278.1_106	lcl|AE002161.1_prot_AAF37990.1_106
OG0000585	lcl|NC_000922.1_prot_NP_224837.1_603	lcl|NC_005043.1_prot_WP_010891971.1_639	lcl|NC_002491.1_prot_WP_010891971.1_643	lcl|NC_017285.1_prot_WP_014517547.1_105	lcl|AE002161.1_prot_AAF37989.1_105
OG0000586	lcl|NC_000922.1_prot_NP_224838.1_604	lcl|NC_005043.1_prot_WP_010883280.1_640	lcl|NC_002491.1_prot_WP_010883280.1_644	lcl|NC_017285.1_prot_WP_014517546.1_104	lcl|AE002161.1_prot_AAF37988.1_104
OG0000587	lcl|NC_000922.1_prot_NP_224839.1_605	lcl|NC_005043.1_prot_WP_010891970.1_641	lcl|NC_002491.1_prot_WP_010891970.1_645	lcl|NC_017285.1_prot_WP_010891970.1_103	lcl|AE002161.1_prot_AAF73629.1_103
OG0000588	lcl|NC_000922.1_prot_NP_224840.1_606	lcl|NC_005043.1_prot_WP_010883282.1_642	lcl|NC_002491.1_prot_WP_010883282.1_646	lcl|NC_017285.1_prot_WP_010883282.1_102	lcl|AE002161.1_prot_AAF37987.1_102
OG0000589	lcl|NC_000922.1_prot_NP_224841.1_607	lcl|NC_005043.1_prot_WP_010883283.1_643	lcl|NC_002491.1_prot_WP_010883283.1_647	lcl|NC_017285.1_prot_WP_010883283.1_101	lcl|AE002161.1_prot_AAF37986.1_101
OG0000590	lcl|NC_000922.1_prot_NP_224842.1_608	lcl|NC_005043.1_prot_WP_010883284.1_644	lcl|NC_002491.1_prot_WP_010883284.1_648	lcl|NC_017285.1_prot_WP_014517545.1_100	lcl|AE002161.1_prot_AAF37985.1_100
OG0000591	lcl|NC_000922.1_prot_NP_224843.2_609	lcl|NC_005043.1_prot_WP_010883285.1_645	lcl|NC_002491.1_prot_WP_010883285.1_649	lcl|NC_017285.1_prot_WP_014517544.1_99	lcl|AE002161.1_prot_AAF37984.1_99
OG0000592	lcl|NC_000922.1_prot_NP_224844.1_610	lcl|NC_005043.1_prot_WP_011126200.1_646	lcl|NC_002491.1_prot_WP_010883286.1_650	lcl|NC_017285.1_prot_WP_014517543.1_98	lcl|AE002161.1_prot_AAF37983.1_98
OG0000593	lcl|NC_000922.1_prot_NP_224845.1_611	lcl|NC_005043.1_prot_WP_010883287.1_647	lcl|NC_002491.1_prot_WP_010883287.1_651	lcl|NC_017285.1_prot_WP_014517542.1_97	lcl|AE002161.1_prot_AAF37982.1_97
OG0000594	lcl|NC_000922.1_prot_NP_224846.1_612	lcl|NC_005043.1_prot_WP_010883288.1_648	lcl|NC_002491.1_prot_WP_010883288.1_652	lcl|NC_017285.1_prot_WP_014517541.1_96	lcl|AE002161.1_prot_AAF37981.1_96
OG0000595	lcl|NC_000922.1_prot_NP_224847.1_613	lcl|NC_005043.1_prot_WP_010883289.1_649	lcl|NC_002491.1_prot_WP_010883289.1_653	lcl|NC_017285.1_prot_WP_010883289.1_95	lcl|AE002161.1_prot_AAF37980.1_95
OG0000596	lcl|NC_000922.1_prot_NP_224848.1_614	lcl|NC_005043.1_prot_WP_010883290.1_650	lcl|NC_002491.1_prot_WP_010883290.1_654	lcl|NC_017285.1_prot_WP_010883290.1_94	lcl|AE002161.1_prot_AAF37979.1_94
OG0000597	lcl|NC_000922.1_prot_NP_224849.1_615	lcl|NC_005043.1_prot_WP_010883291.1_651	lcl|NC_002491.1_prot_WP_010883291.1_655	lcl|NC_017285.1_prot_WP_014517540.1_93	lcl|AE002161.1_prot_AAF37978.1_93
OG0000598	lcl|NC_000922.1_prot_NP_224850.1_616	lcl|NC_005043.1_prot_WP_010883292.1_652	lcl|NC_002491.1_prot_WP_010883292.1_656	lcl|NC_017285.1_prot_WP_010883292.1_92	lcl|AE002161.1_prot_AAF37977.1_92
OG0000599	lcl|NC_000922.1_prot_NP_224851.1_617	lcl|NC_005043.1_prot_WP_010883293.1_653	lcl|NC_002491.1_prot_WP_010883293.1_657	lcl|NC_017285.1_prot_WP_014517539.1_91	lcl|AE002161.1_prot_AAF73628.1_91
OG0000600	lcl|NC_000922.1_prot_NP_224853.1_618	lcl|NC_005043.1_prot_WP_010883295.1_655	lcl|NC_002491.1_prot_WP_010883295.1_659	lcl|NC_017285.1_prot_WP_014517537.1_89	lcl|AE002161.1_prot_AAF37975.1_89
OG0000601	lcl|NC_000922.1_prot_NP_224854.1_619	lcl|NC_005043.1_prot_WP_010883296.1_656	lcl|NC_002491.1_prot_WP_010883296.1_660	lcl|NC_017285.1_prot_WP_010883296.1_88	lcl|AE002161.1_prot_AAF37974.1_88
OG0000602	lcl|NC_000922.1_prot_NP_224855.1_620	lcl|NC_005043.1_prot_WP_010883297.1_657	lcl|NC_002491.1_prot_WP_010883297.1_661	lcl|NC_017285.1_prot_WP_014517536.1_87	lcl|AE002161.1_prot_AAF37973.1_87
OG0000603	lcl|NC_000922.1_prot_NP_224856.1_621	lcl|NC_005043.1_prot_WP_010883298.1_658	lcl|NC_002491.1_prot_WP_010883298.1_662	lcl|NC_017285.1_prot_WP_010883298.1_86	lcl|AE002161.1_prot_AAF73627.1_86
OG0000604	lcl|NC_000922.1_prot_NP_224857.1_622	lcl|NC_005043.1_prot_WP_010883299.1_659	lcl|NC_002491.1_prot_WP_010883299.1_663	lcl|NC_017285.1_prot_WP_010883299.1_85	lcl|AE002161.1_prot_AAF37972.1_85
OG0000605	lcl|NC_000922.1_prot_NP_224858.1_623	lcl|NC_005043.1_prot_WP_010883300.1_660	lcl|NC_002491.1_prot_WP_010883300.1_664	lcl|NC_017285.1_prot_WP_014517535.1_84	lcl|AE002161.1_prot_AAF37971.1_84
OG0000606	lcl|NC_000922.1_prot_NP_224859.1_624	lcl|NC_005043.1_prot_WP_010883301.1_661	lcl|NC_002491.1_prot_WP_010895352.1_665	lcl|NC_017285.1_prot_WP_014517534.1_83	lcl|AE002161.1_prot_AAF37970.1_83
OG0000607	lcl|NC_000922.1_prot_NP_224860.1_625	lcl|NC_005043.1_prot_WP_010883302.1_662	lcl|NC_002491.1_prot_WP_010883302.1_666	lcl|NC_017285.1_prot_WP_010883302.1_82	lcl|AE002161.1_prot_AAF37969.1_82
OG0000608	lcl|NC_000922.1_prot_NP_224861.1_626	lcl|NC_005043.1_prot_WP_010883303.1_663	lcl|NC_002491.1_prot_WP_010883303.1_667	lcl|NC_017285.1_prot_WP_010883303.1_81	lcl|AE002161.1_prot_AAF37968.1_81
OG0000609	lcl|NC_000922.1_prot_NP_224862.1_627	lcl|NC_005043.1_prot_WP_010883304.1_664	lcl|NC_002491.1_prot_WP_010883304.1_668	lcl|NC_017285.1_prot_WP_014517533.1_80	lcl|AE002161.1_prot_AAF37967.1_80
OG0000610	lcl|NC_000922.1_prot_NP_224863.1_628	lcl|NC_005043.1_prot_WP_010883305.1_665	lcl|NC_002491.1_prot_WP_010883305.1_669	lcl|NC_017285.1_prot_WP_010883305.1_79	lcl|AE002161.1_prot_AAF37966.1_79
OG0000611	lcl|NC_000922.1_prot_NP_224864.1_629	lcl|NC_005043.1_prot_WP_010883306.1_666	lcl|NC_002491.1_prot_WP_010883306.1_670	lcl|NC_017285.1_prot_WP_014517532.1_78	lcl|AE002161.1_prot_AAF73626.1_78
OG0000612	lcl|NC_000922.1_prot_NP_224865.1_630	lcl|NC_005043.1_prot_WP_010883307.1_667	lcl|NC_002491.1_prot_WP_010883307.1_671	lcl|NC_017285.1_prot_WP_014517531.1_77	lcl|AE002161.1_prot_AAF37965.1_77
OG0000613	lcl|NC_000922.1_prot_NP_224866.1_631	lcl|NC_005043.1_prot_WP_010883308.1_668	lcl|NC_002491.1_prot_WP_010883308.1_672	lcl|NC_017285.1_prot_WP_014517530.1_76	lcl|AE002161.1_prot_AAF37964.1_76
OG0000614	lcl|NC_000922.1_prot_NP_224867.1_632	lcl|NC_005043.1_prot_WP_010883309.1_669	lcl|NC_002491.1_prot_WP_010883309.1_673	lcl|NC_017285.1_prot_WP_014517529.1_75	lcl|AE002161.1_prot_AAF37963.1_75
OG0000615	lcl|NC_000922.1_prot_NP_224868.1_633	lcl|NC_005043.1_prot_WP_010883310.1_670	lcl|NC_002491.1_prot_WP_010883310.1_674	lcl|NC_017285.1_prot_WP_014517528.1_74	lcl|AE002161.1_prot_AAF37962.1_74
OG0000616	lcl|NC_000922.1_prot_NP_224869.1_634	lcl|NC_005043.1_prot_WP_011126203.1_671	lcl|NC_002491.1_prot_WP_010883311.1_675	lcl|NC_017285.1_prot_WP_010883311.1_73	lcl|AE002161.1_prot_AAF37961.1_73
OG0000617	lcl|NC_000922.1_prot_NP_224870.1_635	lcl|NC_005043.1_prot_WP_010883312.1_672	lcl|NC_002491.1_prot_WP_010883312.1_676	lcl|NC_017285.1_prot_WP_014517526.1_72	lcl|AE002161.1_prot_AAF73625.1_72
OG0000618	lcl|NC_000922.1_prot_NP_224871.1_636	lcl|NC_005043.1_prot_WP_010883313.1_673	lcl|NC_002491.1_prot_WP_010883313.1_677	lcl|NC_017285.1_prot_WP_014517525.1_71	lcl|AE002161.1_prot_AAF37960.1_71
OG0000619	lcl|NC_000922.1_prot_NP_224872.1_637	lcl|NC_005043.1_prot_WP_010883314.1_674	lcl|NC_002491.1_prot_WP_010883314.1_678	lcl|NC_017285.1_prot_WP_014517524.1_70	lcl|AE002161.1_prot_AAF37959.1_70
OG0000620	lcl|NC_000922.1_prot_NP_224873.1_638	lcl|NC_005043.1_prot_WP_011126204.1_675	lcl|NC_002491.1_prot_WP_010883315.1_679	lcl|NC_017285.1_prot_WP_014517523.1_69	lcl|AE002161.1_prot_AAF37958.1_69
OG0000621	lcl|NC_000922.1_prot_NP_224874.1_639	lcl|NC_005043.1_prot_WP_010883316.1_676	lcl|NC_002491.1_prot_WP_010883316.1_680	lcl|NC_017285.1_prot_WP_014517522.1_68	lcl|AE002161.1_prot_AAF37957.1_68
OG0000622	lcl|NC_000922.1_prot_NP_224875.1_640	lcl|NC_005043.1_prot_WP_010883317.1_677	lcl|NC_002491.1_prot_WP_010883317.1_681	lcl|NC_017285.1_prot_WP_010883317.1_67	lcl|AE002161.1_prot_AAF37956.1_67
OG0000623	lcl|NC_000922.1_prot_NP_224876.1_641	lcl|NC_005043.1_prot_WP_010883318.1_678	lcl|NC_002491.1_prot_WP_010895353.1_682	lcl|NC_017285.1_prot_WP_014517520.1_66	lcl|AE002161.1_prot_AAF73624.1_66
OG0000624	lcl|NC_000922.1_prot_NP_224877.1_642	lcl|NC_005043.1_prot_WP_010883319.1_679	lcl|NC_002491.1_prot_WP_010883319.1_683	lcl|NC_017285.1_prot_WP_010883319.1_65	lcl|AE002161.1_prot_AAF37955.1_65
OG0000625	lcl|NC_000922.1_prot_NP_224878.1_643	lcl|NC_005043.1_prot_WP_010883320.1_680	lcl|NC_002491.1_prot_WP_010883320.1_684	lcl|NC_017285.1_prot_WP_014517519.1_64	lcl|AE002161.1_prot_AAF37954.1_64
OG0000626	lcl|NC_000922.1_prot_NP_224879.1_644	lcl|NC_005043.1_prot_WP_010883321.1_681	lcl|NC_002491.1_prot_WP_010883321.1_685	lcl|NC_017285.1_prot_WP_014517518.1_63	lcl|AE002161.1_prot_AAF37953.1_63
OG0000627	lcl|NC_000922.1_prot_NP_224880.1_645	lcl|NC_005043.1_prot_WP_010883322.1_683	lcl|NC_002491.1_prot_WP_010883322.1_687	lcl|NC_017285.1_prot_WP_010883322.1_61	lcl|AE002161.1_prot_AAF37951.1_61
OG0000628	lcl|NC_000922.1_prot_NP_224882.1_646	lcl|NC_005043.1_prot_WP_010883324.1_684	lcl|NC_002491.1_prot_WP_010883324.1_688	lcl|NC_017285.1_prot_WP_010883324.1_60	lcl|AE002161.1_prot_AAF37949.1_59
OG0000629	lcl|NC_000922.1_prot_NP_224883.1_647	lcl|NC_005043.1_prot_WP_010883325.1_685	lcl|NC_002491.1_prot_WP_010895354.1_689	lcl|NC_017285.1_prot_WP_010883325.1_59	lcl|AE002161.1_prot_AAF37948.1_58
OG0000630	lcl|NC_000922.1_prot_NP_224884.1_648	lcl|NC_005043.1_prot_WP_010883326.1_686	lcl|NC_002491.1_prot_WP_010883326.1_690	lcl|NC_017285.1_prot_WP_010883326.1_58	lcl|AE002161.1_prot_AAF37947.1_57
OG0000631	lcl|NC_000922.1_prot_NP_224885.1_649	lcl|NC_005043.1_prot_WP_010883327.1_687	lcl|NC_002491.1_prot_WP_010883327.1_691	lcl|NC_017285.1_prot_WP_014517515.1_57	lcl|AE002161.1_prot_AAF73623.1_56
OG0000632	lcl|NC_000922.1_prot_NP_224886.1_650	lcl|NC_005043.1_prot_WP_010883328.1_688	lcl|NC_002491.1_prot_WP_010883328.1_692	lcl|NC_017285.1_prot_WP_014517514.1_56	lcl|AE002161.1_prot_AAF37946.1_55
OG0000633	lcl|NC_000922.1_prot_NP_224887.1_651	lcl|NC_005043.1_prot_WP_010883329.1_689	lcl|NC_002491.1_prot_WP_010883329.1_693	lcl|NC_017285.1_prot_WP_014517513.1_55	lcl|AE002161.1_prot_AAF73622.1_54
OG0000634	lcl|NC_000922.1_prot_NP_224888.1_652	lcl|NC_005043.1_prot_WP_010883330.1_690	lcl|NC_002491.1_prot_WP_010883330.1_694	lcl|NC_017285.1_prot_WP_014517512.1_54	lcl|AE002161.1_prot_AAF37945.1_53
OG0000635	lcl|NC_000922.1_prot_NP_224889.1_653	lcl|NC_005043.1_prot_WP_010883331.1_691	lcl|NC_002491.1_prot_WP_010883331.1_695	lcl|NC_017285.1_prot_WP_014517510.1_53	lcl|AE002161.1_prot_AAF73621.1_52
OG0000636	lcl|NC_000922.1_prot_NP_224890.1_654	lcl|NC_005043.1_prot_WP_011126208.1_692	lcl|NC_002491.1_prot_WP_010895355.1_696	lcl|NC_017285.1_prot_WP_014517509.1_52	lcl|AE002161.1_prot_AAF73620.1_51
OG0000637	lcl|NC_000922.1_prot_NP_224891.1_655	lcl|NC_005043.1_prot_WP_010883333.1_694	lcl|NC_002491.1_prot_WP_010883333.1_698	lcl|NC_017285.1_prot_WP_014517508.1_50	lcl|AE002161.1_prot_AAF37944.1_50
OG0000638	lcl|NC_000922.1_prot_NP_224892.1_656	lcl|NC_005043.1_prot_WP_010883334.1_695	lcl|NC_002491.1_prot_WP_010883334.1_699	lcl|NC_017285.1_prot_WP_014517507.1_49	lcl|AE002161.1_prot_AAF37943.1_49
OG0000639	lcl|NC_000922.1_prot_NP_224893.1_657	lcl|NC_005043.1_prot_WP_010883335.1_696	lcl|NC_002491.1_prot_WP_010895356.1_700	lcl|NC_017285.1_prot_WP_014517506.1_48	lcl|AE002161.1_prot_AAF37942.1_48
OG0000640	lcl|NC_000922.1_prot_NP_224894.1_658	lcl|NC_005043.1_prot_WP_010883336.1_697	lcl|NC_002491.1_prot_WP_010883336.1_701	lcl|NC_017285.1_prot_WP_014517505.1_47	lcl|AE002161.1_prot_AAF37941.1_47
